"Date","Price","Open","High","Low","Vol.","Change %"
"04/14/2023","294,442","300,911","301,832","292,884","","-2.15%"
"04/13/2023","300,912","299,912","302,225","297,944","","0.41%"
"04/12/2023","299,697","298,078","301,825","297,787","","0.43%"
"04/11/2023","298,416","296,634","298,788","296,359","","0.50%"
"04/10/2023","296,922","299,487","299,916","295,297","","-0.83%"
"04/07/2023","299,395","299,434","299,808","299,263","","0.01%"
"04/06/2023","299,367","301,804","301,804","298,381","","-0.76%"
"04/05/2023","301,672","301,025","303,307","299,992","","0.26%"
"04/04/2023","300,892","297,221","301,723","294,723","","1.32%"
"04/03/2023","296,964","295,518","297,999","292,425","","0.63%"
"03/31/2023","295,107","298,005","298,490","294,925","","-0.95%"
"03/30/2023","297,929","295,800","298,593","294,587","","0.74%"
"03/29/2023","295,741","297,601","297,917","295,306","","-0.64%"
"03/28/2023","297,641","296,926","298,026","293,985","","0.31%"
"03/27/2023","296,718","299,714","300,186","294,661","","-0.97%"
"03/24/2023","299,635","305,931","306,161","299,338","","-1.95%"
"03/23/2023","305,590","302,411","307,427","301,435","","1.19%"
"03/22/2023","302,002","297,704","303,666","296,823","","1.48%"
"03/21/2023","297,596","303,945","304,706","296,989","","-2.00%"
"03/20/2023","303,658","304,997","308,967","301,942","","-0.42%"
"03/17/2023","304,940","295,316","305,330","294,948","","3.31%"
"03/16/2023","295,168","294,759","297,468","293,095","","0.25%"
"03/15/2023","294,424","292,715","297,690","289,750","","0.55%"
"03/14/2023","292,823","294,002","294,444","291,572","","-0.38%"
"03/13/2023","293,941","288,762","294,208","287,613","","1.88%"
"03/10/2023","288,516","282,658","288,958","282,254","","2.19%"
"03/09/2023","282,333","279,976","283,135","279,599","","0.88%"
"03/08/2023","279,863","278,374","281,593","278,045","","0.60%"
"03/07/2023","278,199","282,448","284,397","278,253","","-1.49%"
"03/06/2023","282,412","283,869","284,403","282,205","","-0.46%"
"03/03/2023","283,721","280,450","284,040","280,312","","1.22%"
"03/02/2023","280,302","279,898","280,990","278,960","","0.28%"
"03/01/2023","279,513","278,774","281,093","278,015","","0.37%"
"02/28/2023","278,492","277,296","279,268","275,209","","0.49%"
"02/27/2023","277,136","275,878","277,948","275,573","","0.55%"
"02/24/2023","275,630","276,951","278,109","275,406","","-0.31%"
"02/23/2023","276,480","277,756","278,585","276,086","","-0.44%"
"02/22/2023","277,704","278,765","280,658","277,130","","-0.33%"
"02/21/2023","278,616","279,158","280,167","277,931","","-0.15%"
"02/20/2023","279,025","280,142","280,155","278,899","","-0.30%"
"02/17/2023","279,855","278,324","280,298","276,434","","0.66%"
"02/16/2023","278,032","279,133","280,189","276,937","","-0.29%"
"02/15/2023","278,854","281,152","282,283","278,264","","-0.73%"
"02/14/2023","280,909","281,629","283,639","279,420","","-0.21%"
"02/13/2023","281,503","282,345","283,969","281,166","","-0.21%"
"02/10/2023","282,097","281,006","283,347","280,604","","0.46%"
"02/09/2023","280,796","283,200","285,390","280,590","","-0.80%"
"02/08/2023","283,067","283,720","284,829","282,240","","-0.16%"
"02/07/2023","283,513","281,308","285,400","281,065","","0.84%"
"02/06/2023","281,157","277,770","283,265","277,058","","1.22%"
"02/03/2023","277,776","284,590","286,222","277,211","","-2.35%"
"02/02/2023","284,458","292,022","293,130","284,406","","-2.52%"
"02/01/2023","291,822","289,071","292,706","287,604","","1.05%"
"01/31/2023","288,789","287,896","289,480","284,922","","0.38%"
"01/30/2023","287,701","288,970","289,699","287,512","","-0.35%"
"01/27/2023","288,714","288,384","289,982","287,209","","0.16%"
"01/26/2023","288,249","291,421","291,730","286,804","","-0.97%"
"01/25/2023","291,078","288,296","291,536","287,310","","1.00%"
"01/24/2023","288,203","290,816","291,930","285,367","","-0.92%"
"01/23/2023","290,878","290,375","291,805","288,149","","0.18%"
"01/20/2023","290,358","291,838","292,449","289,527","","-0.46%"
"01/19/2023","291,700","287,361","292,323","286,779","","1.55%"
"01/18/2023","287,244","289,446","290,638","285,942","","-0.71%"
"01/17/2023","289,288","288,659","290,750","287,666","","0.28%"
"01/16/2023","288,473","290,842","291,520","287,464","","-0.77%"
"01/13/2023","290,720","290,584","291,607","286,749","","0.07%"
"01/12/2023","290,511","290,394","291,700","287,387","","0.13%"
"01/11/2023","290,144","292,224","292,566","289,020","","-0.55%"
"01/10/2023","291,746","291,342","292,924","290,703","","0.14%"
"01/09/2023","291,347","291,617","293,220","290,913","","-0.09%"
"01/06/2023","291,607","285,990","292,386","285,700","","1.95%"
"01/05/2023","286,043","289,214","289,992","284,786","","-1.06%"
"01/04/2023","289,117","287,091","290,784","286,358","","0.75%"
"01/03/2023","286,964","284,375","288,762","284,108","","1.06%"
"01/02/2023","283,949","283,929","284,467","282,347","","-0.01%"
"12/30/2022","283,968","284,169","285,021","282,215","","-0.02%"
"12/29/2022","284,038","283,542","285,230","282,440","","0.29%"
"12/28/2022","283,220","284,066","284,926","282,105","","-0.22%"
"12/27/2022","283,842","280,864","287,155","280,744","","1.02%"
"12/26/2022","280,967","280,443","281,380","280,118","","0.24%"
"12/23/2022","280,297","279,127","281,226","278,894","","0.55%"
"12/22/2022","278,772","282,794","284,140","278,010","","-1.39%"
"12/21/2022","282,709","283,568","284,376","282,327","","-0.26%"
"12/20/2022","283,435","278,851","284,215","278,292","","1.71%"
"12/19/2022","278,680","279,683","280,686","278,178","","-0.30%"
"12/16/2022","279,515","277,863","279,926","276,682","","0.74%"
"12/15/2022","277,471","281,780","282,083","276,742","","-1.49%"
"12/14/2022","281,669","283,522","283,875","280,053","","-0.59%"
"12/13/2022","283,327","278,366","285,720","278,141","","1.82%"
"12/12/2022","278,261","280,072","280,689","277,735","","-0.60%"
"12/09/2022","279,949","279,458","281,490","278,693","","0.20%"
"12/08/2022","279,382","279,299","280,415","277,682","","0.06%"
"12/07/2022","279,219","276,336","280,055","276,076","","1.13%"
"12/06/2022","276,096","273,406","278,220","273,113","","0.97%"
"12/05/2022","273,455","277,373","279,203","273,052","","-1.39%"
"12/02/2022","277,311","280,613","281,282","274,340","","-1.14%"
"12/01/2022","280,509","278,320","280,797","276,040","","0.87%"
"11/30/2022","278,084","275,450","278,508","274,421","","0.98%"
"11/29/2022","275,390","273,815","276,963","273,411","","0.64%"
"11/28/2022","273,649","275,052","277,358","273,436","","-0.56%"
"11/25/2022","275,187","275,161","276,092","273,557","","0.11%"
"11/24/2022","274,879","274,458","275,569","274,084","","0.19%"
"11/23/2022","274,356","273,276","275,069","271,102","","0.48%"
"11/22/2022","273,042","273,083","274,695","272,596","","0.04%"
"11/21/2022","272,944","274,661","275,083","272,145","","-0.55%"
"11/18/2022","274,447","275,726","277,373","274,066","","-0.44%"
"11/17/2022","275,669","276,759","277,769","274,740","","-0.37%"
"11/16/2022","276,682","276,405","278,582","275,506","","0.11%"
"11/15/2022","276,365","274,765","277,605","274,127","","0.70%"
"11/14/2022","274,445","274,481","275,492","272,006","","0.05%"
"11/11/2022","274,312","275,470","275,547","270,689","","-0.37%"
"11/10/2022","275,326","267,293","275,784","266,732","","3.05%"
"11/09/2022","267,168","268,836","269,805","266,491","","-0.60%"
"11/08/2022","268,772","263,196","269,575","261,257","","2.15%"
"11/07/2022","263,114","264,594","264,662","261,595","","-0.52%"
"11/04/2022","264,485","255,785","264,732","255,576","","3.53%"
"11/03/2022","255,464","255,886","257,091","253,683","","-0.14%"
"11/02/2022","255,830","257,522","261,251","255,745","","-0.63%"
"11/01/2022","257,445","254,761","258,967","254,384","","1.09%"
"10/31/2022","254,671","255,619","256,702","254,515","","-0.38%"
"10/28/2022","255,632","258,913","259,628","254,639","","-1.19%"
"10/27/2022","258,721","258,987","260,276","257,612","","-0.15%"
"10/26/2022","259,107","258,186","260,808","257,322","","0.38%"
"10/25/2022","258,138","257,058","259,785","255,868","","0.40%"
"10/24/2022","257,098","259,217","261,148","256,194","","-0.71%"
"10/21/2022","258,941","253,540","259,356","252,709","","2.20%"
"10/20/2022","253,369","252,403","256,297","251,553","","0.40%"
"10/19/2022","252,362","255,546","255,954","252,191","","-1.20%"
"10/18/2022","255,418","255,599","256,790","254,518","","-0.02%"
"10/17/2022","255,464","253,626","258,439","253,565","","0.77%"
"10/14/2022","253,521","255,979","257,446","252,978","","-0.94%"
"10/13/2022","255,916","256,959","258,510","252,274","","-0.34%"
"10/12/2022","256,801","255,869","257,836","255,161","","0.45%"
"10/11/2022","255,659","255,487","258,689","254,927","","0.10%"
"10/10/2022","255,392","258,804","259,344","254,999","","-1.13%"
"10/07/2022","258,303","259,811","261,641","257,821","","-0.53%"
"10/06/2022","259,692","260,765","262,273","259,179","","-0.33%"
"10/05/2022","260,553","263,190","263,307","258,295","","-0.95%"
"10/04/2022","263,057","260,093","263,741","258,997","","1.20%"
"10/03/2022","259,945","252,974","260,417","252,833","","2.87%"
"09/30/2022","252,703","253,470","255,147","252,068","","-0.25%"
"09/29/2022","253,344","253,342","254,139","250,384","","0.05%"
"09/28/2022","253,207","246,372","253,841","245,484","","2.86%"
"09/27/2022","246,167","245,444","248,454","245,297","","0.40%"
"09/26/2022","245,175","247,426","249,665","244,631","","-0.78%"
"09/23/2022","247,099","250,970","251,783","246,554","","-1.47%"
"09/22/2022","250,794","251,032","253,119","248,437","","-0.05%"
"09/21/2022","250,925","249,409","253,180","248,080","","0.63%"
"09/20/2022","249,342","250,980","251,524","248,650","","-0.63%"
"09/19/2022","250,924","250,521","251,226","248,658","","0.21%"
"09/16/2022","250,390","248,044","251,306","247,292","","0.99%"
"09/15/2022","247,926","253,079","253,222","247,304","","-1.98%"
"09/14/2022","252,936","252,768","254,545","252,028","","0.10%"
"09/13/2022","252,684","255,949","257,279","251,985","","-1.22%"
"09/12/2022","255,796","254,638","257,564","254,075","","0.51%"
"09/09/2022","254,506","254,322","256,543","253,741","","0.03%"
"09/08/2022","254,420","256,317","257,547","253,779","","-0.69%"
"09/07/2022","256,191","253,341","256,554","251,312","","1.16%"
"09/06/2022","253,260","254,943","257,403","252,966","","-0.51%"
"09/05/2022","254,557","255,185","255,825","254,363","","-0.16%"
"09/02/2022","254,976","252,665","255,977","252,093","","0.96%"
"09/01/2022","252,557","253,945","254,401","251,269","","-0.47%"
"08/31/2022","253,748","255,889","256,439","253,674","","-0.77%"
"08/30/2022","255,721","258,775","259,346","255,418","","-1.14%"
"08/29/2022","258,680","257,261","260,047","255,351","","0.54%"
"08/26/2022","257,291","260,681","260,782","256,910","","-1.24%"
"08/25/2022","260,534","260,044","261,754","259,734","","0.24%"
"08/24/2022","259,909","259,362","260,705","258,638","","0.32%"
"08/23/2022","259,077","258,376","260,292","256,765","","0.26%"
"08/22/2022","258,398","259,218","260,294","257,182","","-0.18%"
"08/19/2022","258,869","260,818","261,417","258,943","","-0.72%"
"08/18/2022","260,740","260,459","262,920","260,045","","0.22%"
"08/17/2022","260,164","262,217","263,250","259,847","","-0.75%"
"08/16/2022","262,122","262,357","263,446","261,581","","-0.07%"
"08/15/2022","262,297","264,315","264,557","261,348","","-0.73%"
"08/12/2022","264,229","264,278","264,435","261,744","","0.03%"
"08/11/2022","264,161","266,610","266,706","263,547","","-0.86%"
"08/10/2022","266,455","266,501","268,870","265,887","","0.04%"
"08/09/2022","266,348","266,218","267,412","264,922","","0.11%"
"08/08/2022","266,053","264,130","266,345","263,663","","0.69%"
"08/05/2022","264,228","267,483","268,081","262,835","","-1.16%"
"08/04/2022","267,320","263,279","268,081","262,907","","1.60%"
"08/03/2022","263,115","262,194","264,383","261,302","","0.40%"
"08/02/2022","262,063","263,579","266,314","262,104","","-0.53%"
"08/01/2022","263,465","261,800","264,020","261,146","","0.62%"
"07/29/2022","261,836","262,198","262,553","259,894","","-0.09%"
"07/28/2022","262,080","260,372","262,428","259,228","","0.70%"
"07/27/2022","260,262","257,573","261,299","256,317","","1.10%"
"07/26/2022","257,418","257,934","259,215","256,929","","-0.15%"
"07/25/2022","257,800","259,524","260,420","257,143","","-0.54%"
"07/22/2022","259,202","258,352","261,197","257,296","","0.41%"
"07/21/2022","258,134","254,292","258,664","252,663","","1.55%"
"07/20/2022","254,189","256,370","256,982","253,668","","-0.78%"
"07/19/2022","256,177","256,076","257,409","255,456","","0.10%"
"07/18/2022","255,921","256,064","258,322","255,663","","-0.01%"
"07/15/2022","255,944","256,362","257,487","254,696","","-0.11%"
"07/14/2022","256,223","260,109","260,323","254,495","","-1.45%"
"07/13/2022","259,988","258,628","261,612","255,893","","0.54%"
"07/12/2022","258,595","259,627","261,045","257,966","","-0.35%"
"07/11/2022","259,509","261,028","261,336","259,175","","-0.53%"
"07/08/2022","260,893","260,948","262,471","259,588","","0.04%"
"07/07/2022","260,783","260,821","262,301","260,261","","0.08%"
"07/06/2022","260,587","264,507","266,212","259,711","","-1.39%"
"07/05/2022","264,268","270,723","271,699","264,302","","-2.39%"
"07/04/2022","270,734","270,707","271,379","269,697","","0.12%"
"07/01/2022","270,399","269,193","270,682","266,500","","0.49%"
"06/30/2022","269,068","269,936","272,013","268,483","","-0.29%"
"06/29/2022","269,847","269,996","272,228","269,088","","0.02%"
"06/28/2022","269,781","269,806","271,531","269,585","","0.05%"
"06/27/2022","269,649","272,919","272,925","269,465","","-0.55%"
"06/24/2022","271,132","270,457","272,028","269,735","","0.30%"
"06/23/2022","270,326","273,236","273,929","270,374","","-1.02%"
"06/22/2022","273,105","271,505","274,818","270,383","","0.64%"
"06/21/2022","271,362","272,677","273,386","270,806","","-0.46%"
"06/20/2022","272,618","272,803","273,923","271,927","","0.01%"
"06/17/2022","272,591","274,237","274,729","271,580","","-0.59%"
"06/16/2022","274,199","270,347","274,350","268,161","","1.49%"
"06/15/2022","270,168","265,782","271,519","265,619","","1.72%"
"06/14/2022","265,596","267,063","269,588","265,238","","-0.51%"
"06/13/2022","266,946","272,975","274,054","267,027","","-1.95%"
"06/10/2022","272,249","269,101","273,074","265,585","","1.20%"
"06/09/2022","269,009","268,570","270,116","267,892","","0.19%"
"06/08/2022","268,489","267,789","269,545","267,157","","0.32%"
"06/07/2022","267,645","266,082","268,292","265,435","","0.62%"
"06/06/2022","265,995","267,223","268,633","265,994","","-0.44%"
"06/03/2022","267,158","270,619","271,446","266,664","","-1.22%"
"06/02/2022","270,456","269,245","270,923","267,362","","0.48%"
"06/01/2022","269,160","267,855","269,806","266,582","","0.50%"
"05/31/2022","267,819","270,263","270,997","267,546","","-0.88%"
"05/30/2022","270,209","269,995","271,248","269,371","","0.04%"
"05/27/2022","270,105","270,766","271,698","269,747","","-0.22%"
"05/26/2022","270,695","271,217","271,390","269,404","","-0.14%"
"05/25/2022","271,063","273,787","273,878","269,669","","-0.88%"
"05/24/2022","273,457","271,993","274,094","270,976","","0.60%"
"05/23/2022","271,830","270,554","273,755","270,194","","0.51%"
"05/20/2022","270,459","271,379","271,802","268,414","","-0.30%"
"05/19/2022","271,266","266,823","272,472","266,221","","1.72%"
"05/18/2022","266,681","265,862","268,050","265,078","","0.38%"
"05/17/2022","265,671","266,536","269,008","265,512","","-0.28%"
"05/16/2022","266,427","264,640","267,005","261,118","","0.71%"
"05/13/2022","264,542","265,935","267,454","262,915","","-0.49%"
"05/12/2022","265,839","269,677","270,731","265,801","","-1.38%"
"05/11/2022","269,555","267,615","270,478","266,655","","0.77%"
"05/10/2022","267,501","269,903","271,532","267,188","","-0.84%"
"05/09/2022","269,763","273,094","273,407","269,512","","-1.16%"
"05/06/2022","272,925","272,108","274,417","270,492","","0.36%"
"05/05/2022","271,954","272,744","276,897","271,453","","-0.24%"
"05/04/2022","272,621","270,831","273,956","269,814","","0.65%"
"05/03/2022","270,862","270,158","272,275","268,266","","0.33%"
"05/02/2022","269,976","274,877","275,458","268,882","","-1.79%"
"04/29/2022","274,888","274,627","278,339","274,319","","0.03%"
"04/28/2022","274,804","271,933","274,977","271,284","","1.06%"
"04/27/2022","271,912","274,582","275,030","271,334","","-0.95%"
"04/26/2022","274,509","274,403","275,466","273,143","","-0.04%"
"04/25/2022","274,627","277,491","278,544","273,478","","-0.93%"
"04/22/2022","277,214","279,911","280,822","276,590","","-0.93%"
"04/21/2022","279,817","281,065","281,127","277,812","","-0.40%"
"04/20/2022","280,940","279,662","281,172","278,242","","0.51%"
"04/19/2022","279,511","283,918","284,280","278,740","","-1.57%"
"04/18/2022","283,983","282,985","286,869","282,727","","0.27%"
"04/15/2022","283,208","283,126","283,393","283,015","","0.08%"
"04/14/2022","282,972","284,095","284,443","281,271","","-0.37%"
